cvss_base_score,exploitability_score,impact_score,asset_criticality,network_exposure,exploit_available,days_since_published,device_type,mitre_attack_technique_count,risk_priority
9.3,4.8,1.0,high,0.36,1,554,workstation,7,3
3.1,3.5,8.9,high,0.61,0,1262,ids,8,2
8.2,7.6,4.6,high,0.66,1,1877,ids,3,4
4.4,6.7,4.5,critical,0.12,0,625,workstation,3,2
4.0,2.1,5.6,critical,0.94,1,1062,server,0,3
2.7,3.9,6.4,low,0.64,1,1749,workstation,10,2
9.7,9.9,8.0,critical,0.62,0,1346,ids,10,4
9.2,2.8,3.6,medium,0.68,0,1947,printer,10,3
5.5,6.6,4.8,high,0.53,0,1310,workstation,6,2
6.6,5.1,5.6,low,0.46,0,1244,printer,10,2
8.7,3.3,1.5,medium,0.25,0,1646,firewall,0,2
5.3,9.0,1.3,medium,0.64,0,139,ids,4,2
6.7,5.7,6.9,critical,0.94,1,111,firewall,1,4
7.7,7.8,6.1,low,0.32,0,1797,ids,11,3
8.8,6.8,9.3,critical,0.41,0,1703,firewall,0,3
6.4,1.1,5.5,medium,0.6,1,755,workstation,0,3
5.9,1.4,9.6,high,0.36,0,154,ids,1,2
7.5,2.5,6.6,low,0.78,0,1644,server,1,3
7.9,8.2,1.8,critical,0.17,1,1439,printer,12,3
6.3,1.7,6.1,medium,0.29,1,200,ids,9,2
2.4,9.5,9.6,critical,0.38,1,1287,workstation,7,3
2.7,6.3,2.1,critical,0.53,0,1435,printer,0,1
5.4,6.7,3.8,high,0.53,0,1586,firewall,1,2
7.7,7.6,8.8,low,0.82,0,484,workstation,2,3
3.9,5.6,4.0,low,0.59,1,468,firewall,0,2
7.0,8.9,9.5,critical,0.37,1,109,ids,2,4
3.6,7.1,2.2,low,0.21,1,1388,server,3,2
7.8,7.9,4.6,low,0.34,1,617,printer,1,3
8.4,6.5,9.1,high,0.22,0,1749,server,9,3
8.6,4.5,4.6,critical,1.0,0,849,printer,11,3
8.2,8.8,3.7,low,0.55,0,1270,server,8,3
9.2,7.8,1.3,low,0.89,0,420,ids,1,3
2.7,5.4,8.0,critical,0.19,1,528,firewall,8,2
5.0,2.8,3.4,critical,0.77,0,917,ids,12,2
6.1,1.2,7.1,low,0.28,1,1764,printer,7,2
3.8,8.4,1.6,critical,0.42,1,463,firewall,7,2
6.6,8.8,7.2,high,0.85,0,113,printer,8,3
8.6,1.1,2.2,low,0.13,1,1432,firewall,10,2
8.0,4.6,3.6,low,1.0,1,1781,workstation,6,3
4.5,8.0,5.3,high,0.59,1,386,printer,8,3
2.4,6.0,1.8,medium,0.9,1,788,server,9,2
3.7,5.7,6.5,critical,0.36,0,1638,firewall,3,2
4.9,8.2,6.6,high,0.18,0,1568,ids,12,2
9.4,4.6,8.1,critical,0.37,1,411,server,3,4
2.3,5.8,8.7,medium,0.16,0,727,server,6,2
8.4,3.5,5.9,medium,0.68,1,506,workstation,4,3
5.0,2.0,1.2,high,0.65,1,120,workstation,2,2
9.2,5.2,6.1,high,0.66,0,1365,ids,11,3
2.1,1.5,4.8,medium,0.95,1,1838,workstation,12,2
6.4,3.5,9.6,critical,0.53,0,927,printer,3,3
2.6,9.3,4.1,low,0.5,0,504,firewall,8,2
9.8,3.0,4.9,high,0.73,1,193,ids,0,3
7.1,3.4,6.9,high,0.31,0,325,printer,8,2
3.9,2.1,4.1,low,0.37,0,1233,workstation,12,1
4.7,6.1,8.8,critical,0.97,1,1483,firewall,8,3
7.8,6.9,1.1,critical,0.6,1,681,ids,9,3
3.3,3.2,5.9,critical,0.32,0,141,server,8,1
8.5,7.2,5.8,low,0.41,0,376,workstation,2,3
5.5,4.9,3.3,critical,0.54,1,1465,server,11,2
5.4,5.2,3.0,medium,0.55,0,1870,server,6,2
3.6,8.8,4.3,critical,0.6,0,1822,server,8,2
6.9,5.9,1.6,high,0.25,0,1392,firewall,1,2
5.4,7.3,7.3,high,0.9,1,615,firewall,11,3
3.6,7.4,5.9,high,0.83,1,1742,workstation,3,3
5.0,4.1,4.2,medium,0.98,0,156,printer,7,2
4.4,2.6,6.7,high,0.92,0,735,firewall,9,2
6.1,3.2,4.2,critical,0.47,1,273,ids,10,2
3.9,7.0,8.4,high,0.53,0,264,firewall,6,2
4.9,5.0,9.5,high,0.63,1,640,server,11,3
5.1,1.4,9.4,low,0.45,1,507,printer,11,3
7.6,4.4,3.2,high,0.58,1,623,printer,2,3
6.4,3.1,3.0,critical,0.2,1,1388,firewall,8,2
7.2,3.6,2.3,critical,0.55,1,1901,ids,12,3
4.0,1.2,4.6,low,0.6,1,302,workstation,1,2
2.3,7.2,4.6,medium,0.49,0,553,server,0,2
2.6,7.6,6.5,high,0.38,0,426,firewall,9,2
7.3,2.2,5.1,critical,0.54,0,885,ids,5,2
4.8,5.6,2.5,high,0.84,1,935,firewall,3,3
9.4,3.6,5.7,high,0.7,1,176,ids,10,4
5.2,4.1,6.0,low,1.0,1,432,ids,7,3
7.1,8.1,9.0,medium,0.87,0,1254,firewall,6,4
7.9,7.4,7.6,medium,0.68,0,726,workstation,8,3
5.0,9.2,5.2,critical,0.85,1,353,ids,10,3
4.1,9.2,2.8,high,0.61,1,181,ids,12,3
9.7,2.2,8.8,low,0.26,0,1855,firewall,2,3
7.3,4.4,6.0,critical,0.31,0,1182,firewall,12,2
6.6,2.6,5.1,medium,0.26,1,578,printer,7,2
4.9,8.2,5.2,critical,0.2,1,1833,workstation,9,3
6.5,2.9,5.2,low,0.17,0,26,workstation,1,2
4.7,7.6,7.2,medium,0.4,0,202,workstation,10,2
3.5,5.9,7.2,medium,0.79,0,1948,ids,5,2
5.4,8.6,3.5,high,0.9,0,1982,ids,8,3
5.9,5.6,8.4,low,0.33,1,406,firewall,8,3
9.3,9.2,7.5,critical,0.86,1,605,printer,9,4
2.7,1.3,4.7,low,0.21,0,1082,firewall,6,1
3.6,6.2,2.7,low,0.48,1,1065,ids,2,2
8.0,4.5,1.7,low,0.4,0,1120,printer,8,2
4.3,7.0,5.5,critical,0.39,0,211,workstation,1,2
9.8,2.4,6.8,high,0.8,1,1204,server,10,4
7.6,3.8,6.2,low,0.77,0,341,printer,4,3
6.6,6.4,2.9,critical,0.52,1,17,firewall,2,3
2.2,7.7,2.3,medium,0.82,1,1640,workstation,7,2
7.2,8.1,2.7,low,0.97,0,884,workstation,4,3
7.7,9.2,2.3,low,0.3,1,322,workstation,7,3
8.8,9.8,4.0,high,0.82,0,552,printer,12,3
6.9,3.8,4.3,critical,0.86,1,663,firewall,3,3
3.7,9.8,8.7,high,0.76,1,949,server,3,3
7.9,5.3,4.1,low,1.0,0,760,workstation,11,3
2.7,7.7,7.7,low,0.38,1,1393,ids,7,2
3.7,8.5,7.8,high,0.43,1,757,printer,3,3
7.6,8.7,3.5,medium,0.55,1,1637,workstation,5,3
4.9,6.1,4.0,low,0.67,0,1095,workstation,10,2
5.7,6.7,8.1,medium,0.76,0,1379,server,12,3
6.5,7.1,9.8,low,0.1,0,1513,workstation,2,3
3.4,2.8,4.7,low,0.58,0,892,ids,11,2
9.6,5.6,4.4,high,0.53,0,118,workstation,5,3
8.4,3.3,2.0,critical,0.61,1,1457,printer,7,3
2.5,5.5,3.7,low,0.37,1,887,ids,7,2
9.4,5.0,4.8,low,0.4,1,1933,workstation,4,3
2.1,2.0,9.4,low,0.37,0,719,printer,8,1
7.4,4.9,4.2,high,0.83,0,613,server,7,3
7.1,8.9,8.2,critical,0.65,1,1198,workstation,12,4
7.9,5.5,5.0,high,0.17,0,1678,printer,2,2
9.5,8.4,3.4,low,0.36,0,322,ids,6,3
8.8,3.9,7.6,critical,0.22,1,1740,firewall,6,3
8.0,1.2,5.9,high,0.22,1,1077,firewall,0,3
8.2,1.6,5.4,high,0.1,0,677,server,1,2
9.9,2.9,4.2,critical,0.97,0,1233,printer,7,3
5.0,1.1,6.9,critical,0.33,0,67,workstation,11,2
5.8,5.5,3.1,low,0.94,0,837,workstation,1,2
6.8,5.6,2.5,critical,0.7,1,1467,firewall,2,3
5.3,4.1,6.7,high,0.3,1,66,printer,1,2
4.6,8.7,3.3,medium,0.9,0,800,server,1,3
9.3,2.7,5.4,low,0.36,1,1613,workstation,11,3
3.3,9.4,2.6,high,0.53,1,354,server,9,2
3.1,4.1,2.4,critical,0.42,1,1763,workstation,5,2
5.4,3.4,9.6,critical,0.36,0,811,firewall,0,2
2.9,4.4,1.5,low,0.6,0,1122,firewall,12,1
9.7,5.6,8.4,high,0.22,1,1016,workstation,9,4
8.6,9.7,8.8,medium,0.8,1,630,server,2,4
4.4,2.1,5.6,low,0.49,0,222,server,0,2
4.7,8.3,9.3,high,0.85,1,858,firewall,10,4
5.2,3.4,4.7,low,0.58,1,1900,workstation,0,2
4.5,8.3,3.6,low,0.92,0,116,workstation,6,3
7.5,2.4,5.7,medium,0.3,0,1093,printer,5,2
7.1,3.6,5.6,medium,0.96,1,1541,printer,12,3
8.5,8.1,5.3,low,0.23,0,387,ids,6,3
6.1,7.6,4.6,critical,0.82,1,660,ids,12,3
5.7,3.2,4.3,critical,0.55,1,481,workstation,6,2
5.4,8.8,2.7,low,0.47,0,640,ids,4,2
2.4,2.5,7.1,critical,0.76,0,831,ids,8,2
4.1,5.2,9.5,high,0.45,1,313,server,1,3
9.6,9.5,4.1,critical,0.64,0,1424,server,5,3
8.8,2.6,4.1,medium,0.35,0,599,server,11,2
5.8,1.7,3.6,medium,0.28,1,1404,workstation,5,2
3.2,5.2,3.9,low,0.96,1,500,printer,5,3
5.8,6.1,1.4,critical,0.16,1,1241,workstation,12,2
4.3,8.1,6.0,high,0.18,0,441,workstation,1,2
4.2,2.1,9.2,high,0.34,1,819,ids,2,2
7.9,4.8,6.4,critical,0.99,0,270,printer,6,3
8.5,5.7,2.0,critical,0.33,0,1591,server,10,2
8.7,4.2,4.4,medium,0.79,1,523,firewall,1,3
5.8,4.0,3.4,critical,0.81,1,1193,ids,4,3
5.4,4.3,4.9,low,0.54,0,1998,workstation,5,2
8.5,7.1,3.9,medium,0.28,1,1336,ids,4,3
6.9,6.5,5.2,low,0.56,0,143,ids,5,3
9.0,1.9,1.6,critical,0.48,1,1782,printer,1,3
9.7,3.7,7.8,medium,0.48,1,605,firewall,8,4
6.1,1.4,3.1,medium,0.6,1,1860,printer,7,2
8.9,8.0,4.8,high,0.28,1,1155,server,3,3
5.6,5.4,1.8,low,0.72,0,345,firewall,2,2
9.3,7.2,2.1,critical,0.9,1,888,printer,4,4
5.5,9.9,8.1,medium,0.54,0,1832,server,1,3
3.8,9.5,4.4,medium,0.42,1,179,firewall,4,3
7.6,6.7,8.0,critical,0.21,1,173,workstation,1,3
8.4,7.6,3.6,high,0.21,0,756,printer,9,3
7.6,2.6,8.0,medium,0.43,1,549,printer,11,3
9.0,5.0,5.8,high,0.2,1,786,ids,11,3
5.6,6.8,7.7,medium,0.87,1,961,firewall,5,3
5.5,8.9,2.8,critical,0.1,0,582,ids,11,2
4.1,4.3,4.9,critical,0.69,0,1667,ids,9,2
9.8,3.9,7.8,critical,0.96,0,94,firewall,3,4
8.5,9.0,6.0,high,0.89,0,729,ids,10,4
7.7,5.9,6.7,low,0.48,1,291,workstation,12,3
9.9,2.5,9.5,critical,0.39,1,714,server,8,4
5.0,4.0,6.5,high,0.13,0,797,firewall,10,2
4.6,3.3,5.8,critical,0.29,0,9,server,10,2
2.8,1.8,2.0,critical,0.79,1,1195,printer,10,2
9.6,4.0,5.0,critical,0.33,1,575,workstation,8,3
2.4,4.5,1.1,high,0.86,0,1288,firewall,5,1
2.2,9.6,2.5,critical,0.98,0,527,workstation,4,2
7.5,3.8,2.5,medium,0.48,1,1450,workstation,6,3
6.8,5.1,1.8,high,0.19,0,1072,printer,7,2
5.7,2.1,2.6,critical,0.49,1,1073,firewall,2,2
8.8,3.4,6.2,critical,0.72,1,1004,firewall,8,3
3.8,2.6,8.8,low,0.9,0,438,printer,1,2
5.1,9.9,1.0,low,0.25,0,321,server,0,2
9.3,9.4,8.7,critical,0.57,0,25,ids,7,4
4.8,5.9,6.0,critical,0.47,1,297,printer,6,3
5.7,2.7,7.0,high,0.41,0,740,firewall,12,2
4.6,9.4,6.1,medium,0.92,1,458,workstation,6,3
2.8,3.5,5.3,low,0.49,1,1210,workstation,9,2
3.0,1.5,8.4,critical,0.26,1,460,firewall,5,2
9.2,1.2,1.4,critical,0.96,1,800,firewall,5,3
7.3,2.2,5.6,high,0.35,1,15,ids,2,3
4.4,2.5,2.9,high,0.61,0,705,server,0,2
3.9,4.1,9.8,medium,0.55,1,1313,firewall,0,3
8.4,9.4,8.0,critical,0.45,0,1505,ids,10,3
9.8,4.0,9.0,critical,0.98,0,802,workstation,11,4
4.9,2.5,6.5,low,0.99,1,1346,server,10,3
8.2,8.8,6.6,critical,0.65,1,1886,firewall,3,4
9.6,5.7,1.2,critical,0.82,1,310,firewall,6,3
6.4,6.7,6.0,medium,0.62,0,580,firewall,0,3
2.1,1.7,6.7,critical,0.76,1,186,workstation,9,2
3.5,4.1,5.7,critical,0.94,1,1439,server,5,3
4.2,6.1,8.8,critical,0.7,1,677,workstation,5,3
4.7,8.4,9.5,low,0.25,0,1180,server,3,2
5.7,2.8,4.6,critical,0.14,1,669,firewall,0,2
6.6,5.0,1.7,critical,0.32,0,1185,firewall,2,2
6.4,4.5,2.8,low,0.87,0,1012,ids,11,2
7.8,5.0,9.6,medium,0.48,1,771,firewall,9,4
9.8,3.7,9.3,medium,0.53,1,31,workstation,3,4
9.3,1.0,6.4,low,0.22,0,334,workstation,0,2
2.3,1.2,7.6,low,0.62,1,1617,server,12,2
2.2,5.7,5.5,high,0.95,0,1399,printer,8,2
9.0,2.6,4.7,high,0.6,1,1856,ids,6,3
6.6,9.0,5.7,low,0.38,0,1979,firewall,3,3
9.1,8.6,2.3,low,0.67,0,1619,ids,3,3
9.5,2.7,8.2,critical,0.88,1,320,ids,8,4
9.4,8.1,5.2,critical,0.31,1,293,ids,0,4
4.4,8.6,8.2,critical,0.69,0,1139,firewall,2,3
9.4,6.8,6.3,low,0.12,1,1398,server,11,3
2.2,3.0,4.1,high,0.83,0,575,ids,2,1
3.9,8.1,5.3,low,0.58,0,1612,printer,1,2
4.7,4.5,3.5,low,0.74,1,1094,printer,11,2
5.1,7.4,9.7,medium,0.56,0,771,workstation,1,3
9.1,5.2,2.3,critical,0.36,1,149,server,8,3
9.1,8.8,8.9,low,0.41,0,1195,server,8,4
9.6,8.2,10.0,high,0.75,1,633,server,5,4
4.0,1.8,6.4,critical,0.92,0,1217,workstation,2,2
8.4,2.4,1.6,low,0.7,1,496,firewall,7,3
8.4,7.7,2.4,critical,0.63,1,1083,server,11,3
4.0,3.0,7.1,medium,0.14,0,252,printer,4,1
2.6,2.1,2.4,critical,0.93,0,20,server,4,1
7.5,5.9,9.2,high,0.85,1,1653,printer,11,4
9.9,5.0,4.7,medium,0.59,0,1298,ids,9,3
6.2,4.4,8.1,low,0.34,1,1087,printer,7,3
3.5,4.2,4.4,critical,0.48,0,85,printer,12,2
3.8,3.5,7.0,critical,0.3,1,1124,server,8,2
4.8,2.4,3.2,critical,0.38,0,1708,firewall,10,1
8.0,4.3,4.0,high,0.57,1,141,workstation,1,3
7.3,7.5,3.3,high,0.3,1,261,server,6,3
3.2,4.4,4.5,high,0.99,1,1188,server,2,3
5.2,7.3,9.7,critical,0.22,0,1357,ids,3,2
4.9,1.2,8.3,low,0.83,0,833,printer,0,2
4.9,7.9,8.6,low,0.35,1,1145,server,11,3
2.4,8.9,6.6,medium,0.94,1,1594,printer,11,3
8.5,5.8,7.5,high,0.33,1,1321,ids,9,3
9.7,3.7,8.5,medium,0.23,0,724,server,7,3
6.5,4.7,5.0,critical,0.97,1,319,firewall,6,3
4.2,5.2,2.6,low,0.15,1,216,server,4,2
3.2,6.8,6.4,medium,0.59,0,449,firewall,10,2
3.7,8.2,6.3,critical,0.49,1,807,server,9,3
7.8,8.1,9.7,medium,0.61,0,1752,firewall,1,3
3.3,1.6,7.7,low,0.72,1,194,firewall,1,2
5.3,9.7,4.2,critical,0.92,0,1094,server,8,3
3.7,6.4,9.2,critical,0.38,1,1891,printer,6,3
8.1,5.5,8.0,high,0.58,1,1971,server,8,4
2.1,5.9,6.9,high,0.39,1,1239,server,5,2
6.3,6.0,3.3,medium,0.62,0,628,printer,6,2
8.5,8.0,2.5,critical,0.44,0,1579,server,3,3
9.2,5.4,9.6,high,0.74,1,1531,ids,11,4
4.2,8.1,1.6,low,0.95,0,758,workstation,6,2
6.9,5.5,5.2,low,0.44,1,1825,workstation,11,3
4.0,7.8,8.4,critical,0.67,0,674,server,7,3
9.0,2.1,6.9,high,0.71,1,1956,ids,3,3
3.7,4.8,2.3,high,0.8,0,1709,firewall,6,2
5.6,5.2,9.1,medium,0.23,1,1509,printer,1,3
3.7,9.6,4.2,high,0.97,1,1155,ids,10,3
9.7,5.9,7.2,high,0.9,1,1890,workstation,8,4
7.3,8.7,2.4,low,0.39,0,852,workstation,12,2
8.5,3.8,2.9,critical,0.33,0,525,ids,0,2
5.7,4.4,8.3,medium,0.38,0,1941,firewall,3,2
3.8,5.0,5.9,critical,0.36,0,1258,ids,10,2
7.3,3.3,8.7,critical,0.35,1,1555,workstation,7,3
3.7,1.6,4.2,critical,0.79,0,183,workstation,11,2
2.2,6.8,5.5,low,0.85,1,156,server,7,3
4.7,8.0,7.6,high,0.31,0,49,server,7,2
5.7,7.6,8.4,high,0.8,1,1599,ids,8,4
4.9,2.2,8.2,low,0.58,1,676,workstation,6,3
3.5,6.8,4.7,critical,0.91,0,1741,server,3,2
6.8,7.9,6.1,medium,0.33,1,704,firewall,10,3
7.8,8.3,2.8,critical,0.37,1,1838,server,12,3
8.6,7.9,4.0,low,0.83,1,391,workstation,5,4
8.1,2.6,3.9,low,0.7,0,1321,server,10,2
9.8,7.9,9.2,low,0.27,1,754,workstation,3,4
3.3,2.2,2.7,high,0.79,0,954,server,2,1
4.6,5.5,1.2,medium,0.28,0,323,server,4,1
2.9,4.7,2.7,high,0.46,0,868,workstation,0,1
6.4,8.6,7.7,high,0.65,0,1251,ids,0,3
3.4,8.5,9.4,critical,0.45,0,1166,workstation,2,2
5.7,4.3,3.6,low,0.72,0,599,workstation,1,2
3.5,2.1,8.7,medium,0.63,1,31,printer,3,2
3.0,8.3,5.7,low,0.86,1,1261,workstation,0,3
4.6,3.3,1.2,critical,0.2,1,1342,printer,5,2
4.0,2.4,5.0,low,0.62,0,670,firewall,10,2
7.9,3.8,5.3,high,0.5,0,717,workstation,5,2
8.2,5.9,4.6,medium,0.89,0,1639,firewall,10,3
7.6,8.8,7.6,high,0.64,0,379,server,12,3
10.0,9.8,1.0,critical,0.95,0,459,ids,5,4
6.7,9.2,5.0,high,0.16,0,1757,firewall,2,2
7.8,6.7,2.9,medium,0.21,1,646,printer,2,3
2.2,1.5,6.1,critical,0.61,0,1848,firewall,12,1
7.1,8.8,8.3,low,0.25,0,1995,firewall,8,3
3.7,4.5,9.8,critical,0.37,0,1943,server,1,2
5.2,3.8,6.8,high,0.89,0,1354,printer,0,2
8.6,4.8,3.5,critical,0.84,0,832,ids,11,3
3.3,7.7,7.0,medium,0.75,0,81,firewall,3,2
2.9,3.5,4.6,medium,0.95,0,1752,firewall,12,2
5.8,1.5,1.3,low,0.99,0,193,ids,6,2
6.7,7.9,6.1,critical,0.99,0,320,firewall,12,3
9.9,4.4,9.5,medium,0.42,1,1320,ids,0,4
8.2,9.6,2.7,low,0.18,1,1788,workstation,4,3
6.5,7.6,1.1,high,0.78,1,16,firewall,8,3
5.2,3.0,3.1,medium,0.88,1,1130,printer,0,3
9.2,3.2,9.9,critical,0.53,0,1222,workstation,9,3
3.4,3.6,6.2,medium,0.45,1,164,server,8,2
6.6,9.2,2.3,critical,0.89,0,824,firewall,4,3
8.8,9.5,3.7,high,0.35,0,1474,firewall,2,3
3.8,10.0,2.0,critical,0.75,1,1006,firewall,8,3
7.2,9.9,1.4,high,0.18,1,1766,firewall,12,3
6.0,5.8,5.9,low,0.16,1,368,workstation,0,3
2.3,8.9,6.6,medium,0.93,0,1768,printer,6,2
5.4,3.8,8.2,medium,0.17,1,550,printer,3,2
7.5,8.4,3.7,critical,0.55,0,1330,server,9,3
5.0,2.7,7.0,critical,0.95,0,545,ids,6,2
4.1,8.1,6.5,critical,0.65,0,1899,server,7,2
4.5,2.4,8.2,low,0.55,0,835,printer,4,2
4.1,2.3,3.2,critical,0.35,0,309,firewall,11,1
8.5,4.5,6.2,medium,0.3,1,1736,ids,9,3
7.7,3.5,4.4,medium,0.19,0,469,printer,9,2
5.6,8.8,1.0,high,0.17,0,352,workstation,3,2
2.8,4.6,3.5,high,0.16,1,125,workstation,0,2
4.7,2.1,1.6,medium,0.27,0,1092,server,2,1
4.4,9.7,9.2,low,0.4,1,1819,printer,6,3
7.0,9.3,5.4,medium,0.6,0,114,ids,11,3
6.2,3.8,8.9,low,0.9,1,1929,server,10,3
9.3,4.2,1.7,low,0.77,1,1028,workstation,11,3
3.5,4.5,9.9,critical,0.85,1,1914,workstation,12,3
8.6,3.5,3.1,critical,0.99,1,100,server,8,3
8.9,3.4,8.7,critical,0.38,0,1270,ids,5,3
3.1,6.0,3.1,low,0.8,0,1051,printer,12,2
9.7,8.6,7.3,low,0.28,0,1196,printer,9,3
4.1,5.5,5.0,high,0.21,1,1500,firewall,0,2
9.3,1.0,4.2,low,0.16,1,86,ids,5,3
3.4,2.3,1.8,medium,0.3,1,1671,firewall,7,1
8.7,1.3,9.1,high,0.28,0,1405,server,3,3
2.7,7.8,8.5,high,0.35,1,351,workstation,4,3
2.2,9.9,8.7,high,0.71,0,204,workstation,7,3
9.9,8.4,5.2,low,0.35,1,195,server,12,4
3.8,7.7,5.2,critical,0.47,0,692,server,9,2
10.0,6.4,2.9,low,0.34,1,88,server,4,3
7.0,3.4,8.9,medium,0.73,1,1721,printer,2,3
6.1,3.1,8.9,critical,0.37,1,700,printer,6,3
4.6,5.7,9.4,critical,0.87,0,642,workstation,4,3
8.4,4.8,7.9,critical,0.77,0,682,ids,0,3
9.2,5.6,7.3,high,0.4,1,443,printer,5,4
7.0,6.8,9.6,critical,0.27,1,942,firewall,3,3
5.0,4.3,4.1,critical,0.51,1,1791,printer,11,2
3.6,5.6,7.7,critical,0.64,1,1692,printer,4,3
9.7,6.1,8.2,medium,0.84,0,629,workstation,1,4
9.1,9.2,5.0,low,0.44,1,534,firewall,12,4
5.3,2.4,3.6,high,0.4,0,1759,firewall,1,2
3.9,3.1,2.5,medium,0.27,1,304,ids,4,2
7.0,5.1,3.0,low,0.65,0,868,printer,8,2
5.6,4.1,1.4,medium,0.56,1,335,server,6,2
2.8,9.7,4.5,low,0.73,1,1324,printer,7,3
5.7,5.0,3.3,low,0.4,0,180,ids,6,2
5.8,5.8,6.1,low,0.19,0,632,server,12,2
7.8,8.7,3.5,high,0.8,0,181,ids,4,3
4.7,1.0,2.8,medium,0.91,1,1733,workstation,1,2
7.8,8.8,1.2,high,0.91,1,335,server,12,3
6.1,1.0,6.4,medium,0.56,0,220,firewall,1,2
2.6,9.4,6.2,medium,0.25,0,824,server,12,2
6.0,2.3,2.9,medium,0.89,1,1358,server,6,3
4.9,1.9,5.5,medium,0.85,1,951,server,9,3
2.5,6.8,7.9,medium,0.27,0,1759,workstation,7,2
3.2,7.8,2.2,low,0.92,0,1794,workstation,2,2
5.3,6.3,7.4,low,0.68,1,1909,workstation,3,3
2.1,8.3,4.0,critical,0.29,1,726,workstation,4,2
9.2,2.8,6.1,medium,0.99,0,182,printer,2,3
8.2,7.7,3.5,low,0.79,0,536,printer,7,3
5.3,1.7,2.6,high,0.13,1,1549,firewall,7,2
9.3,8.9,4.4,critical,0.29,1,1127,firewall,5,3
2.5,7.4,9.8,critical,0.18,1,1007,printer,8,2
5.1,8.3,4.8,critical,0.12,0,1293,server,2,2
7.3,9.1,6.6,medium,0.94,0,868,firewall,5,3
7.3,3.9,1.7,critical,0.5,0,922,printer,9,2
6.1,3.0,9.7,low,0.24,1,140,workstation,8,3
2.9,9.8,5.9,medium,0.7,1,1770,workstation,11,3
9.2,8.1,7.0,medium,0.28,0,60,workstation,9,3
4.1,5.5,9.8,high,0.12,0,976,printer,4,2
2.4,7.8,1.9,critical,0.7,1,57,firewall,4,2
4.9,7.0,6.2,high,0.3,1,30,ids,4,3
2.3,5.5,6.9,high,0.45,1,312,ids,0,2
3.8,8.9,4.0,critical,0.3,1,1323,workstation,2,2
4.6,5.6,9.5,low,0.26,1,1665,ids,0,3
2.0,1.5,5.0,high,0.36,1,1555,printer,5,1
9.8,3.1,5.7,high,0.89,1,1343,printer,2,4
2.8,1.1,4.7,critical,0.28,0,768,ids,0,1
5.6,10.0,3.3,high,0.98,1,1080,printer,12,3
8.8,6.0,10.0,low,0.51,0,439,workstation,6,3
3.1,10.0,1.8,critical,0.56,1,1092,ids,12,2
7.1,5.4,9.5,low,0.46,0,1628,workstation,10,3
7.2,4.7,3.2,critical,0.6,1,135,ids,1,3
3.2,2.7,1.1,high,0.41,0,107,workstation,2,1
7.4,6.5,9.8,high,0.38,0,525,workstation,0,3
5.7,6.0,8.1,low,0.95,0,252,firewall,6,3
7.2,8.4,9.8,low,0.69,0,1552,server,8,3
3.7,2.7,9.0,medium,0.18,0,1151,printer,10,2
4.4,3.1,1.8,medium,0.15,0,1184,server,6,1
6.3,1.4,9.9,high,0.19,1,1497,server,0,3
7.1,9.1,5.3,high,0.48,0,12,server,8,3
4.5,2.0,1.1,high,0.57,0,622,printer,5,1
8.7,4.4,3.0,critical,0.23,1,1609,firewall,9,3
4.6,2.7,6.2,high,0.53,0,1663,workstation,5,2
2.7,8.7,2.4,critical,0.4,1,970,firewall,0,2
6.1,1.6,8.3,medium,0.98,1,888,firewall,5,3
5.9,8.5,3.6,high,0.45,1,1743,printer,1,3
2.4,5.4,4.6,critical,0.34,1,282,printer,1,2
9.4,2.5,4.2,critical,0.2,0,445,workstation,9,2
5.9,6.8,5.0,critical,0.38,0,1954,workstation,3,2
2.2,7.1,2.8,high,0.69,1,963,firewall,4,2
3.9,2.4,9.0,high,0.92,1,1248,workstation,9,3
8.6,5.9,1.7,medium,0.91,0,790,firewall,11,3
6.8,9.0,5.4,medium,0.2,1,34,ids,3,3
9.3,1.8,9.2,high,0.51,0,1819,printer,8,3
2.5,4.5,6.6,medium,0.79,1,1299,ids,9,2
7.3,3.0,9.1,high,0.55,1,1318,ids,2,3
7.0,2.2,3.1,medium,0.37,1,1389,workstation,3,2
7.1,6.0,6.0,medium,0.67,1,1381,printer,4,3
4.8,8.1,7.3,medium,0.47,0,64,workstation,10,2
4.7,8.8,5.6,high,0.53,0,1274,firewall,10,2
4.1,9.9,5.8,critical,0.84,0,1496,ids,5,3
3.8,5.6,9.6,medium,0.62,1,1569,workstation,1,3
9.2,6.3,8.4,medium,0.55,0,1010,firewall,6,3
2.2,8.7,5.9,low,0.87,0,256,ids,8,2
6.0,5.6,4.0,critical,0.86,0,1167,firewall,8,3
2.7,4.4,1.4,low,0.54,0,790,firewall,5,1
4.6,3.0,1.8,medium,0.18,1,153,server,7,2
6.5,1.0,8.6,high,0.76,0,734,workstation,10,3
7.5,6.0,8.7,critical,0.68,0,1185,firewall,3,3
2.2,2.1,6.9,high,0.55,0,1466,workstation,9,1
9.3,7.0,9.3,high,0.88,1,1267,printer,1,4
4.5,2.1,6.8,medium,0.3,0,804,ids,7,2
7.7,5.6,7.4,high,0.7,1,564,server,1,4
9.1,4.6,1.3,high,0.11,1,991,printer,9,3
7.8,6.7,5.3,high,0.96,0,1580,workstation,12,3
4.6,3.1,2.7,high,0.2,1,1125,workstation,4,2
9.2,6.9,2.0,critical,0.86,0,410,printer,1,3
