cvss_base_score,exploitability_score,impact_score,asset_criticality,network_exposure,exploit_available,days_since_published,device_type,mitre_attack_technique_count,risk_priority
3.2,5.8,9.8,medium,0.5,1,2000,ids,7,3
2.5,9.1,4.6,critical,0.37,0,1461,printer,0,2
4.4,5.6,5.3,low,0.75,0,846,firewall,5,2
6.2,2.1,6.5,high,0.82,1,1487,firewall,7,3
5.8,4.3,3.7,high,0.43,1,1852,workstation,3,2
2.6,3.7,2.2,medium,0.3,0,443,server,0,1
4.3,6.4,5.6,critical,0.32,0,924,printer,0,2
8.7,1.2,4.4,high,0.7,1,1050,workstation,2,3
3.6,1.6,9.1,medium,0.1,0,1596,firewall,5,1
2.9,8.3,3.5,medium,0.6,1,1312,server,2,2
7.6,3.3,2.4,critical,0.56,1,650,firewall,12,3
5.3,5.0,7.7,low,0.72,1,1291,ids,2,3
2.9,3.0,4.9,low,0.81,0,420,ids,1,2
3.6,1.4,2.8,critical,0.96,0,1942,ids,5,2
9.7,6.1,9.5,critical,0.16,0,1657,server,1,3
8.0,5.1,9.6,high,0.87,1,634,printer,1,4
4.9,4.5,7.5,medium,0.65,1,391,workstation,2,3
9.8,8.9,3.8,low,0.36,0,724,printer,9,3
6.9,5.1,8.5,high,0.52,0,317,server,0,3
5.4,2.2,5.4,high,0.77,0,834,ids,1,2
2.4,6.1,9.9,medium,0.33,0,808,firewall,2,2
5.6,5.0,6.0,low,0.91,0,84,ids,7,3
3.1,2.7,6.5,high,0.62,0,705,printer,0,2
5.3,1.7,6.5,critical,0.34,1,358,ids,1,2
7.1,1.8,6.2,low,0.61,0,368,ids,11,2
2.6,5.8,2.6,critical,0.55,0,1934,workstation,9,1
8.4,9.4,6.4,critical,0.99,0,682,firewall,1,4
9.6,9.5,9.3,critical,0.77,0,1187,printer,5,4
2.2,4.5,3.0,high,0.82,0,1190,workstation,11,2
4.1,9.9,9.2,medium,0.47,1,1718,firewall,9,3
6.3,2.8,2.7,high,0.11,1,1410,ids,1,2
2.6,6.6,2.7,medium,0.66,0,409,ids,6,2
8.2,3.6,9.5,high,0.15,1,1385,firewall,8,3
4.4,1.1,5.4,medium,0.2,0,647,ids,0,1
5.1,9.4,2.6,high,0.58,1,378,server,0,3
2.6,6.6,5.7,medium,0.3,1,39,server,12,2
6.0,2.5,5.4,low,0.41,1,860,printer,7,2
8.3,3.0,6.3,low,0.92,1,955,firewall,4,4
6.8,1.6,2.0,critical,0.22,0,266,firewall,5,1
3.3,8.9,6.6,medium,0.72,0,569,printer,10,2
4.5,4.0,1.1,medium,0.91,1,216,workstation,9,2
7.5,4.7,4.1,medium,0.64,1,1609,server,8,3
4.9,1.1,6.5,critical,0.97,0,1788,firewall,10,2
2.4,8.7,3.7,medium,0.92,0,437,printer,10,2
7.0,4.5,5.3,high,0.49,0,137,server,1,2
7.6,5.3,7.5,critical,0.19,0,1798,firewall,4,2
2.4,1.3,8.8,critical,0.25,0,792,server,7,1
7.7,5.0,7.0,high,1.0,1,323,server,2,4
8.3,5.9,2.0,low,0.6,0,635,firewall,0,3
9.2,2.9,3.0,low,0.54,0,1938,printer,9,2
3.8,7.9,5.9,medium,0.76,1,478,ids,6,3
2.8,3.8,8.5,high,0.49,0,1725,ids,2,2
7.2,3.2,8.8,low,0.29,0,990,firewall,1,2
3.3,9.1,8.7,medium,0.86,1,823,ids,3,3
2.0,7.1,9.9,low,0.59,1,527,printer,12,3
6.2,5.3,7.2,medium,0.79,1,1051,server,10,3
3.3,4.1,7.7,critical,0.66,1,887,ids,9,3
5.9,6.4,5.7,critical,0.6,0,822,workstation,9,2
8.9,7.5,9.5,critical,0.14,1,785,printer,5,4
2.8,5.1,6.6,critical,0.69,0,840,printer,12,2
8.5,6.6,4.6,medium,0.48,0,502,printer,2,3
6.5,6.1,8.6,low,0.14,1,1294,printer,5,3
3.6,7.2,5.4,high,0.14,1,769,printer,5,2
4.2,2.7,2.7,medium,0.38,1,284,workstation,5,2
7.0,3.0,1.9,high,0.71,0,784,printer,11,2
8.2,3.7,8.5,critical,0.38,1,646,ids,12,3
2.8,2.4,4.5,medium,0.7,0,1057,server,7,1
9.5,7.9,5.3,medium,0.8,0,838,printer,12,4
6.2,8.1,2.5,high,0.89,1,140,firewall,11,3
4.5,7.4,2.2,medium,0.45,1,517,server,12,2
3.4,3.1,7.9,critical,0.81,0,1723,server,3,2
9.6,2.9,2.1,medium,0.37,0,1953,ids,10,2
2.1,6.9,8.4,medium,0.92,1,655,firewall,7,3
9.8,9.2,6.1,critical,0.17,1,877,ids,2,4
2.8,3.8,4.4,critical,0.25,0,828,server,10,1
2.9,5.4,5.0,medium,0.33,0,880,ids,9,1
6.5,8.1,4.1,critical,0.34,0,1900,firewall,2,2
8.9,8.9,6.1,critical,0.55,1,837,ids,9,4
3.1,1.9,6.0,medium,0.9,1,1953,server,11,2
7.5,8.5,4.5,critical,0.64,1,1249,ids,9,3
2.7,9.6,6.0,low,0.11,1,933,server,2,2
6.7,6.6,5.2,low,0.5,0,128,workstation,4,3
8.7,4.1,1.2,high,0.91,0,330,server,7,3
7.1,5.6,8.1,high,0.38,1,1055,server,3,3
9.0,2.9,1.2,low,0.83,1,1162,printer,7,3
3.2,8.2,7.4,high,0.4,0,1814,ids,4,2
3.4,4.6,8.7,low,0.93,0,293,firewall,10,2
7.6,2.3,9.1,medium,0.58,0,1339,workstation,6,3
4.3,6.1,9.6,low,0.95,0,1588,ids,12,3
7.8,3.9,3.4,low,0.38,0,1552,printer,3,2
9.5,8.8,2.7,medium,0.11,1,1190,ids,9,3
7.1,5.3,2.4,high,0.97,1,1052,firewall,10,3
9.5,2.8,9.5,critical,0.97,1,1770,printer,0,4
8.3,4.2,2.8,medium,0.18,0,1445,printer,11,2
5.5,5.4,5.1,low,0.94,1,1039,workstation,12,3
9.7,3.5,5.6,high,0.42,0,277,firewall,0,3
2.8,4.5,7.0,low,0.33,0,587,server,9,2
6.6,4.3,7.1,high,0.59,1,539,firewall,2,3
8.2,8.2,1.3,low,0.52,1,474,printer,8,3
5.7,3.0,1.9,low,0.8,1,972,firewall,0,2
4.3,7.4,9.6,low,0.84,0,1637,printer,7,3
4.1,6.3,5.8,high,0.98,0,520,printer,0,3
8.3,9.4,6.9,high,0.53,0,1124,firewall,0,3
5.2,8.3,5.8,critical,0.86,1,155,firewall,6,3
5.9,9.2,8.5,high,0.28,0,1942,workstation,5,3
5.4,1.9,2.9,low,0.22,1,1884,firewall,3,2
4.9,4.6,1.1,critical,0.44,0,1360,printer,7,1
3.6,8.2,5.4,critical,0.88,0,24,printer,4,2
5.6,5.9,2.2,medium,0.9,0,1039,firewall,11,2
9.1,5.4,3.9,low,0.14,1,940,firewall,1,3
7.6,6.9,3.9,medium,0.42,0,1315,server,9,3
7.7,2.4,2.5,high,0.43,0,1583,server,8,2
6.2,8.1,1.3,critical,0.7,0,399,printer,3,2
4.6,6.8,4.2,critical,0.66,0,1148,workstation,6,2
6.9,8.4,9.1,critical,0.82,1,1323,printer,9,4
8.2,6.7,5.9,medium,0.4,1,1124,ids,8,3
8.2,5.1,2.9,critical,0.12,0,213,ids,0,2
7.8,3.4,7.3,medium,0.62,1,768,printer,10,3
4.5,9.5,3.7,medium,0.17,0,1007,ids,11,2
5.2,4.3,2.1,medium,0.25,1,894,server,5,2
4.6,6.7,8.1,high,0.9,0,941,firewall,11,3
5.1,3.1,9.0,medium,0.17,0,874,ids,7,2
3.3,5.7,3.7,low,0.85,1,1274,printer,11,2
5.6,5.3,9.5,high,0.71,1,1585,printer,6,3
7.7,3.4,3.7,critical,0.59,0,1137,server,9,2
7.1,1.1,7.2,critical,0.16,0,137,printer,6,2
7.2,2.0,3.5,medium,0.25,0,807,server,4,2
6.0,5.8,7.7,low,0.98,0,191,server,11,3
3.5,9.0,2.0,high,0.77,1,1137,printer,4,3
6.5,8.3,8.5,medium,0.56,0,1156,server,3,3
2.2,8.0,6.6,critical,0.32,0,1037,server,4,2
2.8,1.0,9.4,high,0.57,0,3,ids,6,2
9.4,1.5,4.5,high,0.95,0,520,ids,10,3
3.6,5.5,5.0,high,0.96,1,851,printer,3,3
9.9,2.4,2.2,medium,0.23,0,1111,printer,2,2
8.6,7.5,6.3,high,0.73,0,1233,workstation,2,3
6.9,5.8,5.4,medium,0.51,0,1147,ids,11,3
4.9,2.3,9.4,low,1.0,0,456,ids,1,3
6.7,3.4,6.5,medium,0.48,1,1638,ids,9,3
9.8,5.3,4.3,high,0.1,0,1050,printer,6,3
2.4,1.5,3.4,critical,0.84,0,1277,printer,8,1
8.7,9.5,9.4,medium,0.62,0,1010,ids,6,4
4.5,8.4,1.1,high,0.29,1,155,ids,8,2
9.9,9.8,9.7,critical,0.89,0,1655,server,10,4
7.4,8.8,7.5,critical,0.64,1,244,printer,8,4
2.7,4.5,6.0,medium,0.79,1,1552,workstation,9,2
5.4,3.4,4.7,critical,0.37,0,64,workstation,1,2
9.0,9.0,1.4,critical,0.9,0,1124,firewall,1,3
2.4,2.2,2.6,low,0.65,1,610,workstation,10,2
9.1,6.2,3.6,high,0.99,0,194,workstation,9,3
2.5,9.8,6.7,medium,0.53,1,231,workstation,11,3
7.9,5.2,2.4,low,0.39,0,1969,workstation,5,2
3.6,2.7,2.3,high,0.42,0,918,server,12,1
3.4,3.0,4.9,low,0.2,1,541,server,4,2
6.2,6.5,7.6,critical,0.38,0,1226,server,5,3
6.3,8.9,9.0,low,0.45,1,1700,firewall,3,4
8.7,8.4,5.8,medium,0.92,1,1409,ids,7,4
7.2,2.2,9.0,low,0.98,0,1093,workstation,10,3
5.3,4.0,7.1,medium,0.21,1,188,ids,4,2
7.6,1.1,8.7,critical,0.54,1,1271,printer,11,3
5.2,5.8,6.1,low,0.88,1,1662,ids,10,3
6.7,4.8,7.9,high,0.82,0,680,printer,11,3
4.1,4.0,7.8,medium,0.87,1,1550,server,0,3
2.6,8.2,5.7,critical,0.39,0,601,server,11,2
8.9,6.9,2.4,medium,0.39,0,1593,workstation,7,3
2.9,8.4,9.2,high,0.22,0,273,server,9,2
3.0,7.0,4.3,critical,0.77,1,753,printer,7,3
6.5,1.8,4.5,medium,0.95,1,844,workstation,9,3
2.9,1.2,8.0,low,0.23,1,327,printer,5,2
4.0,1.6,7.3,critical,0.57,1,1692,ids,6,2
6.6,1.4,9.1,low,0.89,1,873,printer,9,3
7.6,4.2,8.9,high,0.2,1,1870,workstation,5,3
7.0,8.0,7.8,low,0.12,0,1128,printer,6,3
4.2,3.3,3.9,high,0.68,1,1655,firewall,6,2
9.7,7.3,2.7,critical,0.55,1,132,server,1,3
4.6,6.4,1.3,medium,0.56,1,885,ids,4,2
3.2,1.6,9.3,high,0.77,0,1736,server,12,2
2.5,1.1,8.4,medium,0.18,1,1877,workstation,5,2
6.8,4.7,9.1,high,0.27,0,1815,firewall,8,3
4.5,8.2,1.5,low,0.13,0,1158,firewall,4,2
8.5,2.0,2.6,high,0.48,0,1746,printer,8,2
8.4,2.3,8.3,high,0.2,1,1056,firewall,2,3
3.3,4.5,7.5,critical,0.39,1,1133,server,11,2
3.8,1.1,2.3,high,0.67,0,830,ids,6,1
6.6,6.9,2.5,critical,0.26,1,1469,printer,11,3
4.9,3.3,8.1,low,0.46,0,991,ids,11,2
2.4,3.3,8.6,critical,0.21,1,1268,printer,3,2
5.6,4.7,4.9,medium,0.54,1,859,firewall,2,3
4.9,4.6,6.9,high,0.96,0,1526,server,7,3
8.0,7.7,1.7,high,0.12,0,899,server,1,2
6.3,4.1,8.6,high,0.73,0,608,ids,7,3
7.4,6.1,6.0,high,0.85,1,1414,printer,0,4
9.3,4.3,3.2,high,0.12,0,340,firewall,4,2
9.1,4.1,7.6,high,0.99,1,484,server,6,4
9.3,7.5,2.9,high,0.72,1,1907,ids,8,4
2.5,2.9,2.3,critical,0.18,0,153,printer,8,1
8.1,5.4,8.7,medium,0.75,1,1664,ids,6,4
9.3,1.9,7.5,critical,0.47,0,215,workstation,11,3
2.8,5.0,6.2,critical,0.76,0,1588,ids,9,2
5.1,7.8,3.6,medium,0.12,0,438,printer,3,2
3.0,6.4,8.4,critical,0.35,0,1618,firewall,0,2
7.8,2.6,8.2,low,0.22,1,659,printer,11,3
5.8,6.3,8.0,critical,0.93,1,1622,workstation,6,4
3.9,8.4,7.7,medium,0.35,0,1014,workstation,7,2
6.7,8.9,2.3,medium,0.83,1,1814,ids,4,3
8.8,5.2,7.0,high,0.12,1,187,server,4,3
5.9,6.0,8.5,high,0.25,0,977,ids,0,2
5.8,3.9,6.6,low,0.21,1,765,firewall,6,2
2.4,7.6,4.4,critical,0.58,1,215,firewall,4,2
8.2,8.9,6.5,critical,0.22,0,1187,firewall,2,3
8.5,5.5,4.4,high,0.32,1,1891,printer,2,3
8.0,1.5,1.3,low,0.47,0,1029,printer,12,2
9.2,1.9,10.0,medium,0.68,1,1885,workstation,11,4
8.3,2.3,5.3,medium,0.92,1,934,printer,11,3
9.3,7.3,2.5,critical,0.73,1,1831,workstation,9,4
7.2,6.5,9.5,low,0.18,1,1801,workstation,2,3
9.6,3.5,4.7,low,0.54,0,45,printer,1,3
3.2,6.0,5.0,medium,0.93,1,657,workstation,9,3
3.1,1.4,4.4,medium,0.85,1,1471,ids,0,2
3.6,8.9,4.2,critical,0.59,1,903,ids,4,3
7.5,3.8,7.0,medium,0.27,1,1743,printer,8,3
9.2,5.2,8.7,low,0.45,1,1341,printer,4,4
4.5,5.2,7.3,high,0.19,0,1606,printer,7,2
2.5,6.2,5.9,high,0.53,1,1632,workstation,3,2
4.7,6.9,7.9,critical,0.14,0,1702,firewall,8,2
9.3,8.5,2.0,critical,0.65,1,1952,ids,10,4
3.9,4.3,6.9,low,0.58,1,300,server,6,2
8.5,6.6,8.4,high,0.86,1,236,server,2,4
6.4,4.0,6.6,medium,0.51,1,180,ids,10,3
8.2,7.1,6.0,medium,0.7,1,1740,ids,11,4
5.0,1.8,4.7,critical,0.79,1,634,firewall,6,2
2.3,5.2,1.5,medium,0.82,1,1034,server,10,2
3.2,4.6,8.0,low,0.92,1,467,firewall,10,3
8.7,9.3,1.4,low,0.98,0,1496,server,4,3
4.0,8.6,2.0,critical,0.31,0,527,server,9,2
4.1,8.9,2.8,low,0.53,1,1142,firewall,6,3
7.1,5.4,5.3,medium,0.7,1,1761,printer,1,3
6.3,5.1,8.2,high,0.36,1,1462,printer,12,3
8.1,4.7,5.5,high,0.47,1,1905,firewall,8,3
2.9,4.1,5.8,critical,0.13,0,1071,workstation,11,1
4.7,3.5,8.0,low,0.51,1,847,ids,2,3
7.1,9.5,2.7,medium,0.16,0,1455,workstation,11,2
3.8,8.5,7.5,medium,0.57,1,32,ids,4,3
2.1,4.4,2.3,medium,0.4,1,292,printer,1,1
4.6,8.9,7.1,high,0.18,1,1917,ids,1,3
7.2,9.2,7.0,critical,0.9,1,533,workstation,6,4
3.8,4.3,8.5,medium,0.74,1,8,ids,4,3
5.3,9.1,5.8,critical,0.94,0,1436,workstation,5,3
2.5,9.9,8.6,high,0.56,1,699,ids,12,3
4.7,2.4,8.8,critical,0.73,1,798,workstation,5,3
7.0,8.3,4.2,low,0.99,0,1355,firewall,6,3
4.1,1.4,2.9,critical,0.48,1,660,ids,3,2
3.8,3.1,2.5,critical,0.47,1,962,printer,5,2
5.3,9.6,3.8,high,0.45,0,624,server,5,2
9.8,6.8,7.2,high,0.84,1,1164,workstation,0,4
5.0,3.4,9.4,high,0.62,0,1241,ids,2,2
5.0,8.7,1.9,medium,0.13,1,1752,printer,11,2
8.2,3.1,7.2,low,0.26,0,469,server,9,2
10.0,7.4,1.0,low,0.81,1,1078,workstation,2,4
6.4,4.8,5.0,high,0.76,1,433,workstation,11,3
9.4,9.2,3.0,high,0.6,1,116,printer,8,4
9.3,7.6,2.0,high,0.48,0,1520,server,8,3
4.3,9.1,3.3,critical,0.67,0,187,printer,4,2
9.2,4.0,1.3,low,0.43,1,1060,workstation,7,3
4.3,6.1,8.9,low,0.88,0,1731,printer,8,3
5.5,8.5,4.0,high,0.43,1,922,workstation,0,3
6.7,10.0,6.8,medium,0.87,0,372,workstation,5,3
7.5,9.3,3.2,high,0.28,0,797,server,0,3
7.5,5.7,8.6,high,0.53,0,1015,firewall,9,3
4.8,1.5,8.8,low,0.37,0,1235,printer,9,2
5.8,4.2,9.7,low,0.72,0,968,ids,3,3
4.0,2.7,7.3,critical,0.95,1,698,ids,7,3
2.6,7.2,7.8,high,0.94,0,735,server,11,2
6.8,2.7,2.1,medium,0.13,0,1296,ids,7,1
9.2,3.4,5.3,low,0.69,0,1747,firewall,5,3
4.7,8.5,1.3,critical,0.59,1,1045,workstation,0,3
8.5,6.3,2.3,medium,1.0,0,156,firewall,4,3
5.2,1.7,3.8,critical,0.18,1,1379,firewall,5,2
3.6,3.5,4.8,medium,0.51,1,1745,workstation,10,2
4.8,9.2,9.2,high,0.62,0,1294,server,11,3
2.2,1.4,9.1,medium,0.12,1,994,workstation,11,2
3.9,2.6,5.6,medium,0.52,1,268,server,5,2
6.1,1.5,8.5,high,0.23,1,367,ids,10,2
8.0,2.9,9.5,critical,0.7,1,1384,ids,8,4
7.7,7.2,3.0,medium,0.82,1,665,server,3,3
8.4,9.2,5.9,high,0.81,0,38,firewall,10,4
5.4,7.8,2.7,medium,0.48,0,1865,ids,3,2
9.1,2.0,5.9,low,0.2,1,560,workstation,1,3
2.7,9.4,4.0,high,0.98,1,579,server,10,3
4.6,6.9,4.1,critical,0.64,0,826,firewall,12,2
2.6,1.7,9.0,low,0.43,1,1065,workstation,12,2
5.5,6.1,1.3,high,0.97,1,490,printer,4,3
4.4,3.0,4.5,low,0.54,1,949,workstation,3,2
3.5,3.9,1.2,high,0.86,1,128,server,4,2
4.9,7.1,3.1,critical,0.26,1,1196,server,3,2
4.9,6.0,2.7,critical,0.1,1,1342,printer,11,2
7.5,2.5,10.0,critical,0.21,0,1561,firewall,2,2
4.2,3.4,5.4,medium,0.22,1,1516,server,11,2
8.0,8.6,3.1,medium,0.94,1,1984,firewall,3,4
9.6,8.5,9.6,low,0.32,0,942,firewall,9,4
8.2,9.4,1.7,low,0.2,0,195,workstation,10,2
2.5,8.7,6.5,low,0.88,0,583,printer,1,2
6.0,2.3,3.7,medium,0.65,0,1194,firewall,11,2
8.7,8.1,9.2,high,0.99,0,1322,ids,11,4
3.4,4.5,8.8,low,0.77,1,12,server,10,3
3.9,8.4,7.4,medium,0.63,1,1812,ids,6,3
5.1,5.5,6.0,high,0.26,1,332,printer,4,2
3.2,3.8,2.3,critical,0.51,0,355,printer,5,1
8.4,8.5,8.2,medium,0.99,0,400,server,11,4
5.2,3.1,1.5,high,0.21,1,831,workstation,5,2
2.4,6.8,6.1,medium,0.12,0,249,workstation,11,1
9.6,6.0,2.1,low,0.97,0,771,server,2,3
3.6,8.0,4.3,medium,0.2,1,488,printer,6,2
8.7,7.8,7.7,critical,0.48,0,1005,printer,0,3
2.0,2.6,4.8,high,0.33,1,495,ids,2,1
3.5,7.4,7.4,low,0.42,0,35,firewall,9,2
3.5,2.9,3.6,critical,0.26,0,124,firewall,4,1
9.6,3.8,2.6,low,0.34,1,1986,server,11,3
2.2,9.0,7.8,low,0.83,0,652,printer,7,2
9.7,7.9,8.5,low,0.13,0,737,ids,0,3
9.8,1.6,5.5,medium,0.49,0,727,firewall,1,3
6.4,6.6,2.0,low,0.34,1,148,ids,5,2
6.2,4.0,4.3,low,0.58,1,1510,server,11,3
7.8,7.4,9.6,medium,0.61,0,1075,firewall,8,3
8.8,2.6,2.9,medium,0.39,0,1866,firewall,7,2
7.9,8.4,7.0,low,0.8,0,1558,ids,9,3
7.6,3.5,4.9,medium,0.76,1,1636,workstation,8,3
5.5,6.2,9.1,high,0.39,1,897,printer,9,3
5.8,2.7,8.0,high,0.7,1,675,server,12,3
4.0,8.1,6.9,low,0.13,0,157,ids,9,2
9.7,4.8,8.9,medium,0.85,0,542,printer,2,4
2.5,1.2,6.8,high,0.69,1,125,workstation,1,2
6.3,4.6,6.8,high,0.8,0,1420,firewall,5,3
3.8,1.1,5.7,high,0.15,0,571,server,0,1
8.5,3.9,2.5,high,0.4,1,105,ids,0,3
4.3,5.0,9.2,critical,0.98,0,580,printer,1,3
8.4,4.0,6.1,medium,0.25,0,1591,firewall,7,2
5.9,7.5,3.1,low,0.18,1,1130,ids,6,2
9.5,1.3,1.1,critical,0.12,0,1785,workstation,3,2
9.5,6.4,6.6,medium,0.24,0,37,ids,11,3
8.1,5.3,3.8,high,0.19,0,358,ids,11,2
7.4,8.1,8.2,medium,0.24,1,1735,firewall,5,3
3.9,1.1,9.5,high,0.97,0,1460,firewall,7,2
6.4,2.7,6.1,high,0.89,0,80,server,6,3
4.5,3.6,1.5,low,0.54,1,1934,server,2,2
9.2,2.7,6.6,medium,0.33,1,1490,ids,2,3
4.5,9.7,9.0,medium,0.73,0,1809,server,6,3
2.0,8.7,3.3,critical,0.92,0,680,firewall,5,2
3.9,7.4,4.1,low,0.53,1,1370,workstation,6,2
3.2,4.6,3.4,critical,0.81,0,307,workstation,11,2
3.2,6.2,7.4,medium,0.1,0,1794,printer,7,2
3.6,7.9,1.9,high,0.76,0,7,server,11,2
4.8,3.6,4.0,high,0.91,1,1462,ids,1,3
9.8,8.0,8.5,low,0.58,1,704,printer,11,4
9.2,3.4,3.3,critical,0.28,0,1506,ids,8,2
9.1,2.5,4.0,critical,0.68,0,533,workstation,4,3
8.8,3.9,9.5,medium,0.62,1,1100,server,10,4
2.8,5.3,2.7,critical,0.8,0,119,firewall,4,2
6.0,2.1,5.0,critical,0.98,0,1750,server,12,2
8.6,6.0,7.7,low,0.39,1,1611,ids,8,3
5.3,8.2,5.5,low,0.88,1,1708,firewall,2,3
6.2,7.6,2.0,critical,0.35,1,363,firewall,3,3
4.1,9.3,1.2,low,0.2,0,1652,firewall,10,2
4.6,4.6,4.2,high,0.31,0,32,ids,7,2
3.3,7.1,9.6,low,0.48,1,620,printer,0,3
3.2,6.2,3.4,high,0.16,1,1346,server,0,2
9.1,8.0,6.8,low,0.52,1,1353,ids,5,4
2.5,8.4,2.1,critical,0.51,0,1477,server,0,2
10.0,6.5,1.8,low,0.56,1,161,firewall,10,3
6.1,2.2,7.4,high,0.17,1,674,firewall,10,2
4.7,5.0,8.4,critical,0.84,1,581,firewall,10,3
7.1,6.6,2.2,low,0.36,0,864,firewall,4,2
8.2,7.9,4.5,critical,0.69,0,248,firewall,12,3
3.3,5.6,5.8,low,0.39,1,295,ids,0,2
8.2,9.7,4.3,high,0.91,0,1721,server,1,3
6.5,8.0,6.2,low,0.27,1,1006,server,4,3
4.2,3.6,9.4,medium,0.42,1,330,firewall,0,3
4.2,9.3,1.6,low,0.4,1,1367,server,2,2
3.8,3.2,7.1,low,0.93,0,10,workstation,7,2
2.9,9.6,5.7,high,0.34,0,75,workstation,5,2
6.1,9.1,7.2,high,0.79,0,142,workstation,11,3
6.5,6.5,8.4,high,0.49,0,1177,printer,12,3
3.9,7.7,2.9,low,0.84,1,639,workstation,5,3
5.9,5.6,4.7,high,0.79,0,1384,workstation,11,3
2.9,9.7,6.4,low,0.77,1,143,printer,9,3
2.6,6.1,5.9,medium,0.21,1,302,firewall,12,2
8.0,4.8,5.9,medium,0.96,1,1938,ids,10,4
6.4,4.6,7.8,high,0.36,1,1466,ids,1,3
9.9,7.1,3.7,medium,0.94,0,966,printer,10,4
8.7,7.4,6.8,low,0.96,1,1388,server,10,4
4.8,3.9,4.1,medium,0.52,0,941,server,10,2
8.8,8.4,1.0,low,0.32,0,588,server,0,3
6.8,2.5,3.3,low,0.76,0,1251,ids,4,2
6.1,9.8,2.6,critical,0.63,0,1653,workstation,9,3
4.4,1.9,1.1,critical,0.64,0,306,server,12,1
3.2,2.1,3.6,low,0.64,1,913,firewall,10,2
4.3,6.2,9.3,medium,0.18,0,451,server,10,2
2.1,3.7,5.6,low,0.82,0,78,server,4,2
9.5,5.8,8.8,medium,0.75,1,1870,printer,0,4
8.9,3.9,9.1,low,0.23,0,1509,printer,9,3
2.6,7.9,5.7,low,0.55,1,7,workstation,0,2
7.6,6.4,8.1,medium,0.15,0,539,firewall,1,3
8.9,3.3,3.7,medium,0.35,1,511,firewall,0,3
8.0,5.5,3.3,high,0.62,1,49,printer,2,3
9.8,5.6,6.5,critical,0.76,1,899,firewall,2,4
8.0,8.1,6.4,medium,0.41,0,330,workstation,0,3
4.0,5.0,2.0,high,0.38,1,1030,ids,4,2
3.9,3.5,6.2,low,0.74,1,1276,printer,11,2
9.9,8.8,8.8,medium,0.47,0,572,workstation,0,4
6.8,9.0,1.2,critical,0.74,0,31,ids,0,3
4.0,6.9,9.4,medium,0.86,0,132,workstation,10,3
8.7,4.7,2.5,high,0.12,0,1946,ids,9,2
8.3,7.0,9.0,high,0.92,0,1266,server,7,4
7.1,5.6,4.4,low,0.55,1,1021,server,7,3
8.9,4.1,9.5,high,0.39,0,325,server,4,3
8.9,8.9,4.7,low,0.58,1,25,workstation,3,4
9.3,2.6,1.7,high,0.25,0,1289,workstation,6,2
9.1,9.0,8.0,medium,0.77,0,996,server,4,4
3.1,9.7,4.7,low,0.12,0,161,workstation,8,2
5.7,8.7,9.2,medium,0.33,1,1218,server,0,3
8.2,9.8,6.2,high,0.82,0,674,ids,5,4
7.6,1.3,9.4,high,0.65,0,1408,ids,6,3
3.7,3.4,1.9,medium,0.65,1,914,firewall,4,2
4.7,1.9,8.0,low,0.49,1,1048,firewall,4,2
3.8,8.8,8.0,critical,0.51,0,628,firewall,3,2
3.7,7.2,1.4,high,0.45,0,1610,workstation,9,2
4.5,2.1,9.7,high,0.12,1,1203,server,10,2
4.2,9.1,3.1,medium,0.11,1,1425,firewall,3,2
8.0,1.8,3.4,medium,0.26,1,558,firewall,1,2
8.9,8.7,4.7,medium,0.34,1,256,workstation,2,3
8.3,2.2,7.3,low,0.68,0,57,printer,12,3
7.9,7.5,7.2,low,0.33,1,1168,printer,9,3
5.7,3.0,8.5,critical,0.78,0,574,printer,8,3
2.4,5.7,5.7,high,0.56,1,214,printer,5,2
2.9,8.1,8.4,high,0.21,1,380,ids,4,2
3.5,1.2,5.8,critical,0.16,1,1912,workstation,12,2
3.9,7.4,6.3,low,0.64,1,1792,ids,0,3
4.5,4.1,3.0,critical,0.5,0,1853,ids,6,2
3.7,6.8,8.0,high,0.11,0,887,firewall,4,2
2.7,3.2,6.3,medium,0.55,1,1721,server,5,2
6.0,3.5,2.2,medium,0.63,0,1674,printer,1,2
8.4,1.5,2.6,critical,0.8,1,664,workstation,10,3
4.2,6.1,6.6,low,0.89,0,725,server,9,3
3.3,9.4,6.3,high,0.93,0,357,workstation,12,3
9.4,9.3,2.0,high,0.5,0,1316,ids,0,3
5.4,2.1,2.1,high,0.16,0,248,workstation,1,1
6.1,8.1,9.1,high,0.14,0,1963,workstation,7,3
5.1,3.9,3.4,medium,0.8,1,255,ids,0,3
9.0,2.0,2.6,high,0.58,0,1204,printer,9,2
2.3,3.3,6.6,high,0.86,0,835,ids,3,2
7.1,3.4,1.6,critical,0.25,1,146,server,11,2
4.5,6.4,7.9,high,0.95,0,153,printer,6,3
7.4,5.4,4.5,medium,0.57,0,346,server,1,3
8.7,3.2,3.3,low,0.76,0,891,firewall,5,3
8.0,4.6,3.3,high,0.4,0,1901,server,0,2
4.1,1.2,5.7,low,0.24,0,648,server,10,1
9.6,6.8,6.5,low,0.43,1,1863,workstation,6,4
2.8,2.0,8.5,low,0.54,1,738,server,8,2
4.2,9.3,1.7,low,0.51,1,1161,server,8,2
5.8,2.8,9.8,critical,0.69,0,763,ids,0,3
4.0,7.8,4.8,medium,0.64,0,1193,ids,11,2
8.8,3.6,4.1,high,0.74,1,1301,workstation,1,3
